Строка поиска	Translation
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	İstifadə köhnəlmiş parametri "КаталогOutputAllure". Yeni seçim - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	İstifadə köhnəlmiş parametri "КаталогOutputAllureБазовый". Yeni seçim - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Forması olan verilmiş siyahı tapılmadı.
ИмяФичи	ИмяФичи
ИмяСценария	ИмяСценария
НомерСтрокиДерева	НомерСтрокиДерева
НомерСтрокиФичи	НомерСтрокиФичи
ПолнйПутьКФиче	ПолнйПутьКФиче
Сценарий не определён.	Ssenari müəyyən deyil.
Шаг не определён.	Addım müəyyən deyil.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Uğursuz məlumat almaq. Kodu nəticə: <%1>. Cavab: <%2>.
ДеталиОшибки	ДеталиОшибки
Команда по созданию картинки из текста не выполнена: %1	Komanda yaradılmasına dair şəkillər, mətn yerinə yetirilməyib: %1
Не получилось получить командный интерфейс клиента тестирования.	Alınmadı almaq komanda interfeysi müştərinin test.
Окно предупреждения не найдено.	Pəncərə xəbərdarlıq edib.
Не получилось выполнить помещение файла <%1>.	Alınmadı yerinə sahəsinə fayl <%1>.
Не найдено подключение SikuliX сервера.	Tapılmadı bağlantısı SikuliX server.
Подключение SikuliX сервера сброшено.	Əlaqə SikuliX server сброшено.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Müəyyən deyil əhəmiyyəti parametrlər Vanessa-automation: <КаталогДляГенерацииКартинок>.
Не получилось создать картинку по тексту <%1>.	Alınmadı yaratmaq, şəkil üzrə mətn <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Tapılmadı profil axtarış şəkil ilə mətn <%1>.
Команда не выполнена: %1	Komanda yerinə yetirilməyib: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Alınmadı hesablamaq ifadə edir: %1. Təsviri səhvlər: %2
Не указано имя файла.	Müəyyən deyil fayl adı.
Каталог <%1> не существует.	Kataloq <%1> yoxdur.
Не указано расширение файла.	Müəyyən deyil genişləndirilməsi fayl.
Не получилось закрыть активное окно <%1>. %2	Alınmadı yaxın fəal pəncərə <%1>. %2
Закрытие окна <%1>.	Bağlama pəncərə <%1>.
