Строка поиска	Translation
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Амжилтгүй болсон мэдээлэл олж авах. Үр дүн код: <%1>. Хариулт: <%2>.
Не смог в таблице <%1> сделать выбрать из списка выбора <%2> по строке <%3>. Количество попыток <%4>.	Чадахгүй хүснэгтэд <%1> болгох сонгох жагсаалтыг сонголт <%2> мөрөнд <%3>. Тоо оролдлого <%4>.
Не смог сделать выбрать из списка выбора <%1> по строке <%2>. Количество попыток <%3>.	Хийж чадахгүй сонгох сонгон шалгаруулах жагсаалт <%1> мөрөн дээр нь <%2>. Тоо оролдлого <%3>.
Не выполнены дополнительные процедуры обработки данных.	Хийж байгаа нэмэлт журам нь мэдээлэл боловсруулах.
Обнаружено окно обновления конфигурации.	Нээсэн цонхны тохиргоо шинэчлэл.
Обнаружено окно c сообщением о неудачном обновлением конфигурации.	Нээсэн цонхонд алдааны талаар чадаагүй шинэчлэх нь зүйтэй.
Видео создано автоматически.	Видео автоматаар үүсдэг.
Количество сценариев	Тоо хувилбарууд
Количество шагов	Тоо алхмууд
Версия Vanessa-Automation	Хувилбар Vanessa-Автоматжуулалт
Версия скрипта сборки видео	Хувилбар бий бичиг видео
ЗаголовокАктивногоОкна	Segelbooten
ИмяАктивнойФормы	Идэвхгүй
В таблице должно быть боле 1 строки, а получили <%1> строк.	Хүснэгт байх естой үйлчилж 1 мөр, авсан <%1> шугам.
Выполнить сценарии	Ажиллуулах скриптүүд
Загружены глобальные переменные.	Дуудагддаг глобал хувьсагчийн.
Не найден каталог: %1	Олж чадаагүй сан: %1
Выполнить	Гүйцэтгэх
Выполняется...	Ажилладаг...
Останавливается...	Зогсоодог...
Обнаружено окно перехода на новую версию платформы 1С:Предприятие.	Илрүүлсэн шилжүүлэх цонх шинэ хувилбар 1C:Аж ахуйн нэгжийн платформ.
В таблице <%1> не получилось активизировать поле <%2> для редактирования.	Хүснэгт <%1> чадсангүй идэвхжүүлэх талбар <%2> засварлах нь.
Ожидалось в течение <%1> секунд, что откроется окно с заголовком отличным от <%2>.	Хүлээгдэж буй <%1> секунд, нь нээгдэнэ цонх нь нэр зааснаас бусад <%2>.
Выберите файл настроек Vanessa Automation.	Сонгох тохиргоо файлыг Ванесса Автоматжуулалт.
Версия загружаемых настроек не соответсвует версии обработки.	Хувилбарыг татаж авах тохиргоо биш correspond to хувилбарыг боловсруулах.
Информация: Параметр %1 не загружен.	Параметр: %1 биш юм дуудагддаг.
Не получилось прочитать значение из строки запуска: %1.	Чадаагүй уншиж, утга шугам эхлэх: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	Уншиж байх үед байгаль орчны хувьсагчуудыг үйлдлийн системийн нэгэн адил гарлаа: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Олж чадаагүй зам нь JSON файл. Параметр: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Алдаа унших JSON бүтэц. Алгасаж унших.
Ошибка чтения структуры JSON.	Алдаа унших JSON бүтэц.
В параметрах JSON не найден каталог Фич.	Options JSON олж чадаагүй сан Онцлог.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Ашиглан хоцрогдсон параметрийг "КаталогOutputСкриншоты". Шинэ параметр - ын "Cataloglistview".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Ашиглан хоцрогдсон параметрийг "КаталогOutputИнструкцияHTML". Шинэ сонголт - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Ашиглан хоцрогдсон параметрийг "КаталогOutputИнструкцияMarkdown". Шинэ сонголт - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Ашиглан хоцрогдсон параметрийг "КаталогOutputИнструкцияВидео". Шинэ сонголт - "Cataloguecontroller".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Ашиглан хоцрогдсон параметрийг "КаталогOutputjUnit". Шинэ сонголт - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	Ажиллах тохиргоо JSON тодорхой бус байна санд тайлан jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Ашиглан хоцрогдсон параметрийг "КаталогOutputCucumberJson". Шинэ сонголт - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	Ажиллах тохиргоо JSON биш юм тодорхойлсон тайлан CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Ашиглан хоцрогдсон параметрийг "КаталогOutputAllure". Шинэ сонголт - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Ашиглан хоцрогдсон параметрийг "КаталогOutputAllureБазовый". Шинэ сонголт - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Хэлбэр нь батлагдсан жагсаалт нь олж чадаагүй.
ИмяФичи	Kafici
ИмяСценария	Kasanaru
НомерСтрокиДерева	Nemestrinidae
НомерСтрокиФичи	Namestrategy
ПолнйПутьКФиче	Polypacific
Сценарий не определён.	Уг скрипт нь тодорхой бус байна.
Шаг не определён.	Алхам биш юм тодорхойлсон.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Амжилтгүй болсон мэдээлэл олж авах. Үр дүн код: <%1>. Хариулт: <%2>.
ДеталиОшибки	Dealiasing
Команда по созданию картинки из текста не выполнена: %1	Тушаал бий болгох дүрс, текст чадсангүй: %1
Не получилось получить командный интерфейс клиента тестирования.	Чадаагүй авах тушаал үйлчлүүлэгч интерфэйс шинжилгээ.
Окно предупреждения не найдено.	Нь бөгөөд дохио авах байрлуулах цонх нь олж чадаагүй.
Не получилось выполнить помещение файла <%1>.	Чадахгүй гүйцэтгэх файлыг <%1>.
Не найдено подключение SikuliX сервера.	Олж чадаагүй холболт SikuliX сервер.
Подключение SikuliX сервера сброшено.	Холболт SikuliX server дахин эхлүүлэх.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Тодорхой бус тохиргоог үнэ цэнэ Vanessa-автоматжуулалт <Catalogchangelistener>.
Не получилось создать картинку по тексту <%1>.	Чадаагүй бий болгох зураг текст <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Олж чадаагүй хувийн мэдээллийг vзэх хайлт зураг бүхий текст <%1>.
Команда не выполнена: %1	Тушаал чадсангүй: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Амжилтгүй болсон шийдвэрлэхийн тулд үзэл бодлоо илэрхийлэх: %1. Тодорхойлолт алдаа: %2
Не указано имя файла.	Тодорхой бус файлын нэр.
Каталог <%1> не существует.	Сан <%1> байхгүй.
Не указано расширение файла.	Зааж өгөхгүй файлын өргөтгөл.
Не получилось закрыть активное окно <%1>. %2	Чадаагүй ойр идэвхтэй цонхны <%1>. %2
Закрытие окна <%1>.	Хаалтын цонх <%1>.
