Строка поиска	Translation
Версия загружаемых настроек не соответсвует версии обработки.	Tải về phiên bản thiết lập không tương ứng với phiên bản của chế biến.
Информация: Параметр %1 не загружен.	Tham số: %1 là không được nạp.
Не получилось прочитать значение из строки запуска: %1.	Thất bại để tìm hiểu giá trị của mạng bắt đầu: %1.
При чтении переменных окружения операционной системы возникло исключение: %1	Khi đọc môi trường biến của hệ điều hành một ngoại lệ xảy ra: %1
Не найден путь к файлу JSON. Параметр: VAParams.	Không tìm thấy con đường dẫn đến các MẢNG tập tin. Tham Số: VAParams.
Ошибка чтения структуры JSON. Пропускаем чтение.	Lỗi đọc HỆT cấu trúc. Bỏ qua việc đọc sách.
Ошибка чтения структуры JSON.	Lỗi đọc HỆT cấu trúc.
В параметрах JSON не найден каталог Фич.	Trong những lựa chọn trong c không tìm thấy mục Năng.
Использование устаревшего параметра "КаталогOutputСкриншоты". Новый параметр - "КаталогВыгрузкиСкриншотов".	Thời số "КаталогOutputСкриншоты". Một số - các "Cataloglistview".
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Thời số "КаталогOutputИнструкцияHTML". Một lựa chọn mới - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Thời số "КаталогOutputИнструкцияMarkdown". Một lựa chọn mới - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Thời số "КаталогOutputИнструкцияВидео". Một lựa chọn mới - "Cataloguecontroller".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Thời số "КаталогOutputjUnit". Một lựa chọn mới - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	Trong run lập HỆT không được xác định mục báo cáo jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Thời số "КаталогOutputCucumberJson". Một lựa chọn mới - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	Trong run lập HỆT không được xác định báo cáo CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Thời số "КаталогOutputAllure". Một lựa chọn mới - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Thời số "КаталогOutputAllureБазовый". Một lựa chọn mới - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Thức của qua danh sách được không tìm thấy.
ИмяФичи	Kafici
ИмяСценария	Kasanaru
НомерСтрокиДерева	Nemestrinidae
НомерСтрокиФичи	Namestrategy
ПолнйПутьКФиче	Polypacific
Сценарий не определён.	Kịch bản là không được xác định.
Шаг не определён.	Bước đi không xác định.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Thất bại để có được dữ liệu. Quả là mã: <%1>. Trả lời: <%2>.
ДеталиОшибки	Dealiasing
Команда по созданию картинки из текста не выполнена: %1	Lệnh để tạo ra hình ảnh từ văn bản đã thất bại: %1
Не получилось получить командный интерфейс клиента тестирования.	Không có được lệnh diện khách hàng thử nghiệm.
Окно предупреждения не найдено.	Cửa sổ cảnh báo là không tìm thấy.
Не получилось выполнить помещение файла <%1>.	Không thể thực hiện các tập tin <%1>.
Не найдено подключение SikuliX сервера.	Không thấy kết nối SikuliX chủ.
Подключение SikuliX сервера сброшено.	Kết nối SikuliX chủ thiết lập lại.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Không được xác định giá trị cài đặt Vanessa-tự động của <Catalogchangelistener>.
Не получилось создать картинку по тексту <%1>.	Thất bại để tạo ra một hình ảnh trong những văn bản <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Không tìm thấy hồ sơ tìm kiếm hình ảnh với những văn bản <%1>.
Команда не выполнена: %1	Lệnh thất bại: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Thất bại để giải quyết biểu: %1. Mô tả của lỗi: %2
Не указано имя файла.	Không được xác định tên tập tin.
Каталог <%1> не существует.	Mục <%1> không tồn tại.
Не указано расширение файла.	Không chỉ định mở rộng tập tin.
Не получилось закрыть активное окно <%1>. %2	Thất bại để đóng cửa sổ hoạt động <%1>. %2
Закрытие окна <%1>.	Đóng cửa sổ <%1>.
