Строка поиска	Translation
Использование устаревшего параметра "КаталогOutputИнструкцияHTML". Новый параметр - "КаталогВыгрузкиИнструкцийHTML".	Die Verwendung veralteter Parameter "КаталогOutputИнструкцияHTML". Neue Einstellung - "КаталогВыгрузкиИнструкцийHTML".
Использование устаревшего параметра "КаталогOutputИнструкцияMarkdown". Новый параметр - "КаталогВыгрузкиИнструкцийMarkdown".	Die Verwendung veralteter Parameter "КаталогOutputИнструкцияMarkdown". Neue Einstellung - "КаталогВыгрузкиИнструкцийMarkdown".
Использование устаревшего параметра "КаталогOutputИнструкцияВидео". Новый параметр - "КаталогВыгрузкиИнструкцийВидео".	Die Verwendung veralteter Parameter "КаталогOutputИнструкцияВидео". Neue Einstellung - "КаталогВыгрузкиИнструкцийВидео".
Использование устаревшего параметра "КаталогOutputjUnit". Новый параметр - "КаталогВыгрузкиjUnit".	Die Verwendung veralteter Parameter "КаталогOutputjUnit". Neue Einstellung - "КаталогВыгрузкиjUnit".
В параметрах запуска JSON не определен каталог отчета jUnit.	In den Startoptionen von JSON nicht definiert das Verzeichnis des Berichts jUnit.
Использование устаревшего параметра "КаталогOutputCucumberJson". Новый параметр - "КаталогВыгрузкиCucumberJson"	Die Verwendung veralteter Parameter "КаталогOutputCucumberJson". Neue Einstellung - "КаталогВыгрузкиCucumberJson"
В параметрах запуска JSON не определен отчета CucumberJson.	In den Startoptionen von JSON nicht definiert Bericht CucumberJson.
Использование устаревшего параметра "КаталогOutputAllure". Новый параметр - "КаталогВыгрузкиAllure".	Die Verwendung veralteter Parameter "КаталогOutputAllure". Neue Einstellung - "КаталогВыгрузкиAllure".
Использование устаревшего параметра "КаталогOutputAllureБазовый". Новый параметр - "КаталогВыгрузкиAllureБазовый".	Die Verwendung veralteter Parameter "КаталогOutputAllureБазовый". Neue Einstellung - "КаталогВыгрузкиAllureБазовый".
Форма из переданного списка не найдена.	Form aus der übergebenen Liste nicht gefunden.
ИмяФичи	ИмяФичи
ИмяСценария	ИмяСценария
НомерСтрокиДерева	НомерСтрокиДерева
НомерСтрокиФичи	НомерСтрокиФичи
ПолнйПутьКФиче	ПолнйПутьКФиче
Сценарий не определён.	Das Skript ist nicht definiert.
Шаг не определён.	Schritt ist nicht definiert.
Не удалось получить данные. Код результата: <%1>. Ответ: <%2>.	Fehler beim abrufen von Daten. Code Ergebnis: <%1>. Antwort: <%2>.
ДеталиОшибки	ДеталиОшибки
Команда по созданию картинки из текста не выполнена: %1	Der Befehl zum erstellen von Bildern aus dem Text ist fehlgeschlagen: %1
Не получилось получить командный интерфейс клиента тестирования.	Hat nicht funktioniert bekommen Kommandoschnittstelle des Kunden testen.
Окно предупреждения не найдено.	Warnfenster nicht gefunden.
Не получилось выполнить помещение файла <%1>.	Nicht möglich die Räumlichkeiten der Datei <%1>.
Не найдено подключение SikuliX сервера.	Keine Verbindung gefunden SikuliX Server.
Подключение SikuliX сервера сброшено.	Die Verbindung SikuliX Server zurückgesetzt.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Nicht anders Einstellbereich Vanessa-automation: <КаталогДляГенерацииКартинок>.
Не получилось создать картинку по тексту <%1>.	Nicht gelungen ein Bild auf den Text <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Nicht gefunden Suchprofil Bilder mit Text <%1>.
Команда не выполнена: %1	Der Befehl ist fehlgeschlagen: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Es sich nicht ergab Ausdruck zu berechnen: %1. Fehlerdetail: %2
Не указано имя файла.	Kein Dateiname angegeben.
Каталог <%1> не существует.	Das Verzeichnis <%1> existiert nicht.
Не указано расширение файла.	Nicht anders Dateiendung.
Не получилось закрыть активное окно <%1>. %2	Nicht funktioniert das aktive Fenster schließen <%1>. %2
Закрытие окна <%1>.	Schließt das Fenster <%1>.
