Строка поиска	Translation
Не получилось выполнить помещение файла <%1>.	Nie udało się wykonać pomieszczenie pliku <%1>.
Не найдено подключение SikuliX сервера.	Nie znaleziono połączenie SikuliX serwera.
Подключение SikuliX сервера сброшено.	Połączenie SikuliX serwera skasowany.
Не указано значение настройки Vanessa-automation: <КаталогДляГенерацииКартинок>.	Nie podano wartość ustawienia Vanessa-automation: <КаталогДляГенерацииКартинок>.
Не получилось создать картинку по тексту <%1>.	Nie udało się stworzyć obraz tekstu <%1>.
Не найден профиль поиска картинки с текстом <%1>.	Nie znaleziono profil wyszukiwania obrazu z tekstem <%1>.
Команда не выполнена: %1	Polecenie nie powiodło się: %1
Не получилось вычислить выражение: %1. Описание ошибки: %2	Nie udało się obliczyć wyrażenie: %1. Opis błędu: %2
Не указано имя файла.	Nie podano nazwy pliku.
Каталог <%1> не существует.	Katalog <%1> nie istnieje.
Не указано расширение файла.	Nie podano rozszerzenie pliku.
Не получилось закрыть активное окно <%1>. %2	Nie udało się zamknąć aktywne okno <%1>. %2
Закрытие окна <%1>.	Zamknięcie okna <%1>.
