Шаг оригинал	Описание	Перевод шага	Перевод описания
"И в таблице ""%1 ИмяТаблицы"" я разворачиваю строку:
		| 'ИмяКолонки' |
		| 'ЗначениеКолонки' |"	Развернуть группу строк	"And I expand a line in ""%1 TableName"" table 
		|""Name""|
		| Item1"" |"	Expand lines group
И в таблице "%1 ИмяТаблицы" я разворачиваю текущую строку	Развернуть текущую строку таблицы/дерева	And I expand current line in "%1 TableName" table	Expand current line of table/tree
"И в таблице ""%1 ИмяТаблицы"" я сворачиваю строку:
		| 'ИмяКолонки' |
		| 'ЗначениеКолонки' |"	Свернуть группу строк	"And I collapse  a line in ""%1 TableName"" table
		|""Name""|
		| Item1"" |"	Collapse lines group
И в таблице "%1 ИмяТаблицы" я сворачиваю текущую строку	Свернуть текущую строку таблицы/дерева	And I collapse current line in "%1 TableName" table	Collapse current line of table/tree
И в таблице "%1 ИмяТаблицы" я удаляю строку	Удаление строки	And I delete a line in "%1 TableName" table	Delete line
И в таблице "%1 ИмяТаблицы" в поле "%2 Заголовок поля" я ввожу текст "%3 НужныйМнеТекст"	Ввод текста в поле таблицы	And I input "%3 MyText" text in "%2 FieldName" field of "%1 TableName" table	Input text to the table field.
И в таблице "%1 ИмяТаблицы" в поле с именем "%2 ИмяПоля" я ввожу текст "%3 НужныйМнеТекст"	Ввод текста в поле таблицы	And I input "%3 MyText" text in the field named "%2 FieldName" of "%1 TableName" table	Input text to the table field.
И в таблице "%1 ИмяТаблицы" из выпадающего списка "%2 Заголовок поля" я выбираю "%3 ЗначениеПоля"	Выбор значения из выпадающего списка	And I select "%3 FieldValue" from "%2 FieldName" drop-down list in "%1 TableName" table	Select value from drop-down list.
И в таблице "%1 ИмяТаблицы" из выпадающего списка с именем "%2 ИмяПоля" я выбираю "%3 ЗначениеПоля"	Выбор значения из выпадающего списка	And I select "%3 FieldValue" from the drop-down list named "%2 FieldName" in "%1 TableName" table	Select value from drop-down list.
И в таблице "%1 ИмяТаблицы" поле "%2 Заголовок поля" имеет значение "%3 ЗначениеПоля"	Проверка значения поля (ячейки) текущей строки таблицы	And in "%1 TableName" table "%2 CheckboxName" field is set to "%3 True"	Current table line field value check
И в таблице "%1 ИмяТаблицы" я выбираю значение реквизита "%2 Заголовок поля" из формы списка	Выбор значения реквизита из выпадающего списка	And I select "%2 CatalogAttrChoiceForm" attribute value in "%1 TableName" table from the choice form	Select attribute value from drop-down list.
И в таблице "%1 ИмяТаблицы" я выбираю значение реквизита с именем "%2 ИмяРеквизита" из формы списка	Выбор значения реквизита из выпадающего списка	And I select the attribute named "%2 CatalogAttrChoiceForm" value in "%1 TableName" table from the choice form	Select attribute value from drop-down list.
И В таблице "%1 ИмяТаблицы" я завершаю редактирование строки	Завершение редактирования строки	And I finish line editing in "%1 TableName" table	Finish line editing
И в таблице "%1 ИмяТаблицы" я изменяю флаг "%2 Заголовок флага"	Изменяет текущее состояние флага	And I change "%2 CheckboxName" checkbox in "%1 TableName" table	Change checkbox current value
И в таблице "%1 ИмяТаблицы" я изменяю флаг с именем "%2 ИмяФлага"	Изменяет текущее состояние флага	And I change checkbox named "%2 CheckboxName" in "%1 TableName" table	Change checkbox current value
И в таблице "%1 ИмяТаблицы" я нажимаю на кнопку "%2 Добавить"	Нажимает на кнопку таблицы. Кнопка ищется по заголовку.	And in the table "%1 TableName" I click "%2 Add" button	Click the table button. Search the button by header.
И в таблице "%1 ИмяТаблицы" я нажимаю на кнопку с именем "%2 Добавить"	Нажимает на кнопку таблицы. Кнопка ищется по имени.	And in the table "%1 TableName" I click the button named "%2 Add"	Click the table button. Search the button by name.
И в таблице "%1 ИмяТаблицы" я удаляю текущую строку	Удаляет текущую строку таблицы	And I delete current line in "%1 TableName" table	Delete current line of the table.
И В таблице "%1 ИмяТаблицы" поле "%2 Заголовок реквизита" доступно	Проверка доступности элемента таблицы	And in "%1 TableName" table "%2 AttributeName" attribute is available	Check if the table attribute is available
И В таблице "%1 ИмяТаблицы" поле "%2 Заголовок реквизита" доступно только для просмотра	Проверка установленного флага "Только просмотр" для реквизита в таблице	And in "%1 TableName" table "%2 AttributeName" attribute is read only	Check if "Read only" checkbox is set for table attribute
И В таблице "%1 ИмяТаблицы" поле "%2 Заголовок реквизита" не доступно	Проверка не доступности элемента таблицы	And in "%1 TableName" table "%2 AttributeName" attribute is not available	Check if the table attribute is not available
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяРеквизита" доступно	Проверка доступности элемента таблицы	And in "%1 TableName" table the attribute named "%2 AttributeName" is available	Check if the table attribute is available
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяРеквизита" доступно не только для просмотра	Проверка установленного флага "Только просмотр" для реквизита в таблице	And in "%1 TableName" table the attribute named "%2 AttributeName" is not read only	Check if "Read only" checkbox is set for table attribute
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяРеквизита" не доступно	Проверка не доступности элемента таблицы	And in "%1 TableName" table the attribute named "%2 AttributeName" is not available	Check if the table attribute is not available
И В таблице "%1 Список" я перехожу на первую строку	Переходим в ТЧ на первую строку	And I go to the first line of "%1 List" table	Go to the first line of the tabular section
И В таблице "%1 Список" я перехожу на последнюю строку	Переходим в ТЧ на последнюю строку	And I go to the last line of "%1 List" table	Go to the last line of the tabular section
И В таблице "%1 ИмяТаблицы" из выпадающего списка "%2 ИмяПоля" я выбираю "%3 ЗначениеПоля" с выбором	Выбор из выпадающего списка в таблице с дополнительным вызовом метода Выбрать(). Применялось на 8.3.6.	And I select "%3 FieldValue" from the drop-down list named "%2 FieldName" in "%1 TableName" table with selection	Select from the drop-down list in the table with the extra call of Select() method. Applied on 8.3.6.
И в таблице "%1 ИмяТаблицы" я снимаю флаг "%2 Заголовок флага"	Устанавливает флаг в Ложь	And I remove "%2 CheckboxName" checkbox in "%1 TableName" table	Sets checkbox to False
И в таблице "%1 ИмяТаблицы" я устанавливаю флаг "%2 Заголовок флага"	Устанавливает флаг в Истина	And I set "%2 CheckboxName" checkbox in "%1 TableName" table	Sets checkbox to True
И В таблице "%1 ИмяТаблицы" поле с именем "%2 ИмяПоля" доступно только для просмотра	Проверка установленного флага "Только просмотр" для реквизита в таблице	And in "%1 TableName" table the field named "%2 FieldName" is read only	Check if "Read only" checkbox is set for table attribute
И выражение внутреннего языка '%1 Выражение' Истинно	Позволяет проверить произвольное выражение встроенного языка.	And 1C:Enterprise language expression "%1 Context.EndCount - Context.BeginCount = 1" is true	Allows you to check an arbitrary expression of 1C:Enterprise script
И для каждой строки таблицы "%1 ИмяТаблицы" я выполняю	"Цикл. Выполняет шаги для каждой строки таблицы.
Если передано имя таблицы, то будет попытка перебрать все строки в таблице клиента тестирования. 
Если передана таблица Gherkin, то будут перебираться её строки. Первая должа содержать имена колонок. 
При переходе к следующей строке будет создаваться переменная с именем каждой колонки."	And for each line of "%1 TableName" table I do	Do Executes the steps for each table line
И из выпадающего списка "%1 Заголовок поля" я выбираю "%2 ЗначениеПоля"	Выбор из выпадающего списка. Значение будет выбрано через ввод по строке. Допускается вводить строку не целиком.	And I select "%2 FieldValue" value from "%1 FieldName" drop-down list	Select from drop-down list. The value will be selected through input by string. Allowed to input not entire line.
И из выпадающего списка с именем "%1 МойВыпадающийСписок" я выбираю "%2 ЗначениеПоля"	Выбор из выпадающего списка. Значение будет выбрано через ввод по строке. Допускается вводить строку не целиком.	And I select "%2 ListValue" value from the drop-down list named "%1 FieldName"	Select from drop-down list. The value will be selected through input by string. Allowed to input not entire line.
И Пауза "%1 1"	Позволяет сделать паузу нужной длительности.	And Delay "%1 1"	Allows the required duration delay.
И Пока в таблице "%1 ИмяТаблицы" количество строк "%2 >" "%3 0" Тогда	Цикл. Выполняет шаги до тех пор, пока в таблице есть строки	And While the number of "%1 TableName" table lines "%2 >" "%3 0" Then	Do Executes steps while the table contains lines
И Пока выражение встроенного языка "%1 УсловиеЦиклаНаВстроенномЯзыке" истинно тогда	Цикл. Выполняет шаги пока истинно условие	And While "%1 Context.ServiceVariable < 2" 1C:Enterprise script is True Then	Do Executes steps while condition is true
И поле "%1 Заголовок поля" заполнено	Проверяет заполненность поля формы	And field "%1 FieldName" is filled	Checks the filling of the form field
И поле "%1 Заголовок поля" не существует	Проверка не существования поля	And field "%1 FieldName" does not exist	Checks if the field does not exist
И элемент формы "%1 Заголовок поля" отсутствует на форме	Проверка невидимости поля. Поле может не существовать.	And field "%1 FieldName" is not present on the form	Field invisibility check
И элемент формы "%1 Заголовок поля" присутствует на форме	Проверка видимости поля. Поле обязано существовать.	And field "%1 FieldName" is present on the form	Field visibility check
И поле "%1 Заголовок поля" существует	Проверка существования поля	And field "%1 FieldName" exists	Checks if the field exists
И поле с именем "%1 ИмяПоля" имеет заголовок "%2 Заголовок"	Проверка, что у поля нужный заголовок. Поле ищется по внутреннему идентификатору.	And the field named "%1 FieldName" header is "%2 Header"	Check the field has specified header. The field is searched internal ID.
И поле с именем "%1 ИмяПоля" не существует	Проверка не существования поля	And the field named "%1 FieldName" does not exist	Checks if the field does not exist
И элемент формы с именем "%1 ИмяПоля" отсутствует на форме	Проверка невидимости поля. Поле может не существовать.	And the field named "%1 FieldName" does not exist on the form	Field invisibility check
И элемент формы с именем "%1 ИмяПоля" присутствует на форме	Проверка видимости поля. Поле обязано существовать.	And the field named "%1 FieldName" exists on the form	Field visibility check
И поле с именем "%1 ИмяПоля" существует	Проверка существования поля	And the field named "%1 FieldName" exists	Checks if the field exists
И таблица формы с именем "%1 ИмяТаблицы" содержит строки:	Проверяет, что таблица TestClient содержит строки таблицы Gherkin	And form table named "%1 TableName" contains lines	Checks if TestClient table contains lines from Gherkin table
И таблица формы с именем "%1 ИмяТаблицы" стала равной:	Проверяет, что таблица TestClient стала равна таблице Gherkin	And form table named "%1 TableName" became equal	Checks if TestClient table became equal to Gherkin table
И табличный документ "%1 РеквизитТабличныйДокумент" соответствует макету "%2 ИмяМакета"	Сравнивает значения макета с эталоном. Макет ищется сначала в обработке фича файла, затем в каталоге проекта.	And "%1 SpreadsheetDocument" spreadsheet document corresponds to "%2 TemplateName"	Compares template values to the pattern. Search for the template first in feature file processor, then in project directory.
И табличный документ формы с именем "%1 РеквизитТабличныйДокумент" стал пустым	Проверяет, что табличный документ пустой	And form spreadsheet document named "%1 SpreadsheetDocument" became empty	Checks if spreadsheet document is empty
И табличный документ формы с именем "%1 РеквизитТабличныйДокумент" стал равен:	Проверяет равенство табличного документа переданной таблице Gherkin. Необходимо указать параметры считывания макета.	And form spreadsheet document named "%1 SpreadsheetDocument" became equal to	Checks if spreadsheet document is equal to Gherkin table. Specify the template read parameters.
И у поля "%1 Заголовок поля" я перехожу к дате "%2 08.04.1981"	Делает переход к дате в поля календаря. Если переход делается через переменную контекста, то в ней должно лежать значение типа Дата.	And I go to the "%2 08.04.1981" date in "%1 FieldName" field	Moves to the date in calendar field.
И у поля "%1 Заголовок поля" я выбираю пункт контекстного меню "%2 ИмяПунктаМеню"	Выбирает нужный пункт контекстного меню у поля	And I select "%2 MenuItemName" context menu item of "%1 FieldName" field	Selects the specified context menu item in the field
И у поля с именем "%1 ИмяПоля" я выбираю пункт контекстного меню "%2 ИмяПунктаМеню"	Выбирает нужный пункт контекстного меню у поля	And I select "%2 MenuItemName" context menu item of the field named "%1 FieldName"	Selects the specified context menu item in the field
И у поля с именем "%1 ИмяПоля" я перехожу к дате "%2 08.04.1981"	Делает переход к дате в поля календаря	And I go to the "%2 08.04.1981" date in the field named "%1 FieldName"	Moves to the date in calendar field.
И у поля с именем "%1 ИмяПоля" текст подсказки равен "%2 ТекстПодсказки"	Проверка, что у поля нужный текст подсказки. Поле ищется по внутреннему идентификатору.	And a field named "%1 FieldName" tooltip text is equal to "%2 Title"	Check the field has specified tooltip. The field is searched internal ID.
И у табличного документа с именем "%1 РеквизитТабличныйДокумент" я ввожу текст "%2 МойТекст"	Вводит текст в нужную ячейку табличного документа	And in spreadsheet document named "%1 SpreadsheetDocument" I input text "%2 MyText"	Inputs text to the specified spreadsheet document cell
И у табличного документа с именем "%1 РеквизитТабличныйДокумент" я перехожу к ячейке "%2 R4C2"	Делает нужную ячейку табличного документа активной	And in spreadsheet document named "%1 SpreadsheetDocument" I move to "%2 CellName" cell	Activates required cell of the spreadsheet document.
И у элемента "%1 Заголовок элемента" я жду значения "%2 Значение"	Ожидание что элемент формы примет нужное значение (таймаут 10)	And I wait "%2 Value" value of "%1 AttributeName" attribute	Waits for form attribute gets the required value (timeout 10)
И у элемента с именем "%1 ИмяЭлемента" я жду значения "%2 Значение"	Ожидание что элемент формы примет нужное значение (таймаут 10)	And I wait "%2 Value" value of the attribute named "%1 AttributeName"	Waits for form attribute gets the required value (timeout 10)
И флаг "%1 Заголовок флага" равен "%2 Истина"	Проверяет значение флага	And checkbox "%1 CheckboxName" is equal to "%2 True"	Checks checkbox value
И элемент "%1 Заголовок поля" доступен не только для просмотра	Проверка флага "Только просмотр"	And "%1 FieldName" attribute is not read-only	Checks "Read only" checkbox
И элемент с именем "%1 ИмяПоля" доступен не только для просмотра	Проверка флага "Только просмотр"	And the attribute named "%1 FieldName" is not read-only	Checks "Read only" checkbox
И элемент формы "%1 Заголовок элемента" доступен	Проверка доступности элемента формы	And "%1 AttributeName" form attribute is available	Checks if the form attribute is available
И элемент формы "%1 Заголовок элемента" не доступен	Проверка доступности элемента формы	And "%1 AttributeName" form attribute is unavailable	Checks if the form attribute is available
И элемент формы с именем "%1 ИмяЭлемента" доступен	Проверка доступности элемента формы	And form attribute named "%1 AttributeName" is available	Checks if the form attribute is available
И элемент формы с именем "%1 ИмяЭлемента" не доступен	Проверка доступности элемента формы	And form attribute named "%1 AttributeName" is unavailable	Checks if the form attribute is available
И я активизирую TestClient "%1 ИмяПрофиляTestClient"	Позволяет переключить контекст на нужный TestClient. Поиск TestClient в таблице подключений просиходит по имени или синониму.	And I activate "%1 ClientName" TestClient	Allows switching the context to scecified TestClient. Searches TestClient in connections table by name or synonym.
И я активизирую окно "%1 Заголовок окна"	Активизирует окно с нужным заголовком	And I activate "%1 WindowName" window	Activates the window with required title
И я активизирую поле "%1 Заголовок поля"	Сделать поле активным	And I activate "%1 FieldName" field	Activate the field
И я активизирую поле с именем "%1 ИмяПоля"	Сделать поле активным	And I activate the field named "%1 FieldName"	Activate the field
И я буду выбирать внешний файл "%1 ИмяФайла"	Устанавливает результат диалога выбора файла. Допустимо указать директиву $КаталогПроекта$, чтобы подставить в часть пути путь к каталогу проекта.	And I select external file "%1 FileName"	Sets the result of file selection dialog box. It is allowed to specify $ProjectDirectory$ directive to substitute project directory to the path.
И я вижу элемент "%1 Заголовок элемента"	Проверяет видимость элемента на форме	And I see "%1 AttributeName" attribute	Checks form attribute visibility
И я вижу элемент "%1 Заголовок элемента" на форме	Проверяет видимость элемента на форме	And I see "%1 AttributeName" attribute on the form	Checks form attribute visibility
И я вижу элемент с именем "%1 ИмяЭлемента"	Проверяет видимость элемента на форме	And I see the attribute named "%1 AttributeName"	Checks form attribute visibility
И я вижу элемент с именем "%1 ИмяЭлемента" на форме	Проверяет видимость элемента на форме	And I see the attribute named "%1 AttributeName" on the form	Checks form attribute visibility
И я выбираю значение реквизита "%1 Заголовок поля" из формы списка	Нажимает на кнопку "Выбрать из списка" у поля	And I select "%1 FieldName" attribute value from the choice list	Clicks "Select from list" field button
И я выбираю значение реквизита с именем "%1 ИмяПоля" из формы списка	Нажимает на кнопку "Выбрать из списка" у поля	And I select the attribute named "%1 FieldName" value from the choice list	Clicks "Select from list" field button
И я жду когда в табличном документе "%1 РеквизитТабличныйДокумент" заполнится ячейка "%2 r4c2" в течение "%3 20" секунд	По таймеру проверяет, что указанная ячейка табличного документа не пустая.	And I wait for filling of "%2 CellName" cell in "%1 SpreadsheetDocumentName" spreadsheet document for "%3 120" seconds	Checks by timer that specified spreadsheet document cell is not empty
И я жду появления элемента "%1 Заголовок элемента"	Ожидание появления элемента формы с нужным заголовком	And I wait for "%1 AttributeName" attribute appearance	Waits for form attribute with required header appearance
И я жду появления элемента с именем "%1 ИмяЭлемента"	Ожидание появления элемента формы с нужным именем	And I wait for the attribute named "%1 AttributeName" appearance	Waits for form attribute with required name appearance
И я завершаю редактирование строки	Завершение редактирования строки текущей таблицы.	And I finish line editing	Finish current table line editing
И я закрываю TestClient "%1 ИмяПрофиляTestClient"	Закрывает указанный TestClient Перед этим закрывает все окна в нём.	And I close "%1 ClientName" TestClient	Closes all specified TestClient windows and then terminated the TestClient.
И я закрываю окно "%1 Заголовок окна"	Закрывает окно с нужным заголовком	And I close "%1 WindowName" window	Closes the window with required title
И я закрываю окно предупреждения	Закрывает окно предупреждения если оно есть	And I close warning window	Closes warning window if it is available
И я закрываю сеанс TESTCLIENT	Закрывает активный сеанс TestClient, если он есть. При этом происходит попытка закрыть моадльные диалоги, если они появляются.	And I close TestClient session	Closes active TestClient if it is available.
И я закрываю текущее окно	Закрывает активное окно	And I close current window	Closes the active window
И я закрыл все окна клиентского приложения	Закрывает все окна текущего TestClient.	And I close all client application windows	Closes all current TestClient windows.
И я закрыл все окна клиентского приложения кроме "%1 Нужное окно"	Закрывает все окна текущего TestClient, кроме нужного окна.	And I close all client application windows except "%1 RequiredWindow"	Closes all current TestClient windows except the required one.
И Я запоминаю значение выражения '%1 ВыражениеВстроенногоЯзыка' в переменную "%2 ИмяПеременной"	Позволяет сохранить в переменную Контекст произвольное выражение встроенного языка	And I save "%1 Expression" in "%2 InitialCount" variable	Allows saving of arbitrary code expression to Context variable
И Я запоминаю значение выражения '%1 ВыражениеВстроенногоЯзыка' в переменную "%2 ИмяПеременной" глобально	Позволяет сохранить в переменную КонтекстСохраняемый произвольное выражение встроенного языка	And I save "%1 Expression" in "%2 InitialCount" variable globally	Allows saving of arbitrary code expression to ContextSaved variable
И я запоминаю значение поля "%1 Заголовок поля" как "%2 ИмяПеременной"	Сохранение значения поля в переменную Контекст	And I save the value of "%1 FieldName" field as "%2 VariableName"	Save field value to Context variable
И я запоминаю значение поля "%1 Заголовок поля" как "%2 ИмяПеременной" глобально	Сохранение значения поля в переменную КонтекстСохраняемый	And I save the value of "%1 FieldName" field as "%2 VariableName" globally	Save field value to ContextSaved variable
И я запоминаю значение поля "%1 Заголовок поля" с ключом "%2 Номер документа"	Сохранение значения поля в переменную Контекст с произвольным ключом	And I save the value of "%1 FieldName" field with "%2 DocumentNumber" key	Saving field value to Context variable with arbitrary key
И я запоминаю значение поля "%1 Заголовок поля" с ключом "%2 Номер документа" глобально	Сохранение значения поля в переменную КонтекстСохраняемый с произвольным ключом	And I save the value of "%1 FieldName" field with "%2 DocumentNumber" key globally	Saving field value to ContextSaved variable with arbitrary key
И я запоминаю текущее окно как "%1 ЗаголовокОкна"	Сохранение значения заголовка текущего окна в переменную.	And I save the window as "%1 RequiredWindowsHeader"	Save current window header value to Context variable
И я изменяю флаг "%1 Заголовок флага"	Изменяет текущее состояние флага	And I change checkbox "%1 CheckboxName"	Change checkbox current value
И я изменяю флаг с именем "%1 ИмяФлага"	Изменяет текущее состояние флага	And I change checkbox named "%1 CheckboxName"	Change checkbox current value
И я меняю значение переключателя "%1 Заголовок элемента" на "%2 Значение переключателя"	Меняет значение переключателя (радиобаттона)	And I change "%1 RadiobuttonAttribute" radio button value to "%2 FirstValue"	Changes the value of switch (RadioButton)
И я меняю значение переключателя с именем "%1 РеквизитПереключатель" на "%2 Значение переключателя"	Меняет значение переключателя (радиобаттона)	And I change the radio button named "%1 RadiobuttonAttribute" value to "%2 FirstValue"	Changes the value of switch (RadioButton)
И я нажимаю кнопку выбора у поля "%1 Заголовок поля"	Нажимает на кнопку выбора у поля	And I click Select button of "%1 FieldName" field	Clicks on Select field button
И я нажимаю кнопку выбора у поля с именем "%1 ИмяПоля"	Нажимает на кнопку выбора у поля	And I click Choice button of the field named "%1 FieldName"	Clicks on Select field button
И я нажимаю кнопку очистить у поля "%1 Заголовок поля"	Очищает поле	And I click Clear button of "%1 FieldName" field	Clears the field
И я нажимаю кнопку очистить у поля с именем "%1 ИмяПоля"	Очищает поле	And I click Clear button of the field named "%1 FieldName"	Clears the field
И я нажимаю на гиперссылку "%1 Гиперссылка"	Нажатие на гиперссылку.	And I click "%1 Hyperlink" hyperlink	Clicks the hyperlink.
И я нажимаю на гиперссылку с именем "%1 Гиперссылка"	Нажатие на гиперссылку.	And I click the hyperlink named "%1 ButtonName"	Clicks the hyperlink.
И я нажимаю на кнопку "%1 Заголовок кнопки"	Нажимает на кнопку с нужным заголовком	And I click "%1 ButtonName" button	Clicks the button with the specified header
И я не вижу элемент "%1 Заголовок элемента"	Проверяет не видимость элемента на форме	And I dont see "%1 AttributeName" attribute	Checks form attribute invisibility
И я не вижу элемент "%1 Заголовок элемента" на форме	Проверяет не видимость элемента на форме	And I dont see "%1 AttributeName" attribute on the form	Checks form attribute invisibility
И я не вижу элемент с именем "%1 ИмяЭлемента"	Проверяет не видимость элемента на форме	And I dont see the attribute named "%1 AttributeName"	Checks form attribute invisibility
И я не вижу элемент с именем "%1 ИмяЭлемента" на форме	Проверяет не видимость элемента на форме	And I dont see the attribute named "%1 AttributeName" on the form	Checks form attribute invisibility
И я открываю выпадающий список "%1 Заголовок списка"	Открывает выпадающий список	And I open "%1 ListName" drop-down list	Opens drop-down list
И я открываю выпадающий список с именем "%1 ИмяСписка"	Открывает выпадающий список	And I open the drop-down list name "%1 ListName	Opens drop-down list
И Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании не проведенного "%2 ПоступлениеАвтомобилей"	Открытие формы на основании не проведенного документа	And I open "%1 AutoNetting" document form filled on the basis of non-posted "%2 VehicleReceipt"	Open a form generated from non-posted document
И Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании проведенного "%2 ПоступлениеАвтомобилей"	Открытие формы на основании проведенного документа	And I open "%1 AutoNetting" document form filled on the basis of posted "%2 VehicleReceipt"	Open a form generated from posted document
И я очищаю окно сообщений пользователю	Очищает окно сообщений пользователю.	And I clear user message window	Clears user message window.
И Я очищаю фильтр на форме списка	Позволяет сбросить фильтр на список через меню "Ещё/Настроить список"	And I clear list form filter	Allows to reset the list filter via menu "More/Configure List"
И я перехожу к следующему реквизиту	Переходит к следующему реквизиту формы	And I move to the next attribute	Go to next form attribute
И я подключаю TestClient "%1 ИмяКлиента" логин "%2 Логин" пароль "%3 Пароль"	Позволяет подключить TestClient с нужным логином и паролем. Если указанный профиль уже существует, то будет использован переданный профиль. Если такого профиля нет, то он будет создан на основе профиля "Этот клиент", который в себе содержит строку подключения к тойже базе, в которой запущен TestManager	And I connect "%1 ClientName" TestClient using "%2 MyUser" login and "%3 MyPassword" password	Allows TestClient connection with specified login and password in TestManager database
И Я подключаю клиент тестирования "%1 ИмяПрофиляTestClient" из таблицы клиентов тестирования	Подключение нового сеанса, если он не был запущен ранее.	And I connect "%1 TestClienName" test client from test client table	Connects TestClient by profile name
И я подключаю профиль TestClient "%1 ИмяПрофиляTestClient"	Позволяет подключить TestClient по имени уже существующего профиля	And I connect "%1 Operator" profile of TestClient	Connects TestClient by existing profile name
И я разворачиваю группу "%1 Заголовок группы"	Разворачивает группу	And I expand "%1 GroupName" group	Expands the group
И я разворачиваю группу с именем "%1 ИмяГруппы"	Разворачивает группу	And I expand the group named "%1 GroupName"	Expands the group
И я сворачиваю группу "%1 Заголовок группы"	Сворачивает группу	And I collapse "%1 GroupName" group	Collapses the group
И я сворачиваю группу с именем "%1 ИмяГруппы"	Сворачивает группу	And I collapse the group named "%1 GroupName"	Collapses the group
И я снимаю флаг "%1 Заголовок флага"	Устанавливает флаг в Ложь	And I remove checkbox "%1 CheckboxName"	Sets checkbox to False
И я снимаю флаг с именем "%1 ИмяФлага"	Устанавливает флаг в Ложь	And I remove checkbox named "%1 CheckboxName"	Sets checkbox to False
И Я создаю fixtures по макету "%1 Макет"	Создает данные из макета MXL	And I create fixtures by "%1 Template" template	Creates data from MXL template
И я удаляю все строки таблицы "%1 ИмяТаблицы"	Очистить таблицу	And I delete all lines of "%1 TableName" table	Clears the table
"И Я устанавливаю фильтр на список
   	    | Наименование | Содержит | Товар1 |"	Позволяет установить фильтр на список через меню "Ещё/Настроить список"	"And I set list filter
   	    | Name | Contains | Item1|"	Allows to set the list filter via menu "More/Configure List"
"И Я устанавливаю фильтр на список если это возможно
   	    | Наименование | Содержит | Товар1 |"	Позволяет установить фильтр на список через меню "Ещё/Настроить список". Причём если такого поля нет, то исключение вызываться не будет.	"And I set the list filter if available
   	    | Name | Contains | Item1|"	Allows to set the list filter via menu "More/Configure List". At that if the field does not exist it will not raise the exception.
И я устанавливаю флаг "%1 Заголовок флага"	Устанавливает флаг в Истина	And I set checkbox "%1 CheckboxName"	Sets checkbox to True
И я устанавливаю флаг с именем "%1 ИмяФлага"	Устанавливает флаг в Истина	And I set checkbox named "%1 CheckboxName"	Sets checkbox to True
Когда в логе сообщений TestClient есть строка "%1 Нужное сообщение пользователю"	Проверяет в логе сообщений наличие нужной строки.	When TestClient log message contains "%1 RequiredUserMessage" string	Checks if the message log contains the required line.
Когда В панели открытых я выбираю "%1 ИмяКоманды"	Нажатие кнопки на панели открытых окон	When in opened panel I select "%1 CommandName"	Clicks the button at open windows panel
Когда В панели разделов я выбираю "%1 ИмяКоманды"	Нажатие кнопки на панели разделов	And in sections panel I select "%1 CommandName"	Clicks sections panel button
"Когда Проверяю шаги на Исключение:
		|'И     в поле с именем ""Наименование2"" я ввожу текст ""Тестовый Элемент""'|"	Проверка негативного поведения шага. Т.е. проверяемый шаг/шаги должны вызвать исключние.	"When I Check the steps for Exception
		|""In the field named ""Name2"" I enter the text ""TestItem""""|"	Checks the negative behavior of the step. I.e., the step/steps should raise the exception.
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании не проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АВ00000080" от "%4 04.09.2016"	Открытие формы на основании не проведенного документа	And I open "%1 AutoNetting" document form filled on the basis of non-posted "%2 VehicleReceipt" number "%3 Number" from "%4 Date"	Open a form generated from non-posted document
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АИ00000002" от "%4 12.03.2017"	Открытие формы на основании проведенного документа	And I open "%1 AutoNetting" document form filled on the basis of posted "%2 VehicleReceipt" number "%3 Number" from "%4 Date"	Open a form generated from posted document
Когда Я подключаю клиент тестирования "%1 ИмяКлиентаТестирования" из таблицы клиентов тестирования от имени "%2 Логин" с паролем "%3 Пароль"	Подключение нового сеанса, если он не был запущен ранее. Необходимо указать логин и пароль.	When I connect "%1 TestClientName" Test client from test client table with "%2 Username" username and "%3 Password" password	Connects the test client to the same database as TestManager with the specified username and password.
"Когда Я подключаю клиент тестирования с параметрами:
    | 'Имя'             | 'Синоним'        | 'Порт' | 'Строка соединения'                     | 'Логин' | 'Пароль' | 'Запускаемая обработка' |  'Дополнительные параметры строки запуска'  |
    | 'ИмяПрофиля'      | 'СинонимПрофиля' | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Админ' | 'Админ'  | 'c:\СуперОбработка.epf' |  '/UC'                                      |"	Подключает TestClient. Все параметры подключения указываются в таблице. Запускает новый сеанс, если не найден запущенный ранее.	"When I connect TestClient with parameters
    | ""Connection name"" | ""Synonym"" | ""Port"" | ""Connection String"" | ""Username"" | ""Password"" | ""Data processor"" | ""Additional command line parameters"" |
    | ""Test 1"" | ""Synonym1"" | ""1538"" | ""Srvr=""localhost:1941"";Ref=""Test"";"" | ""Admin"" | ""Admin"" | ""c:\СуперОбработка.epf"" | ""/UC"" |"	Connects TestClient. All connection setings are specified in the table.
