Шаг оригинал	Описание	Перевод шага	Перевод описания
И Я завершаю редактирование строки	Завершение редактирования строки текущей таблицы.	Và Tôi đang hoàn tất soạn dòng	Hoàn tất soạn dòng của bảng hiện tại.
И я закрываю TestClient "%1 ИмяПрофиляTestClient"	Закрывает указанный TestClient Перед этим закрывает все окна в нём.	Và tôi đang đóng TestClient "%1 TênHồSơTestClient"	Đóng TestClient đã chỉ ra Trước đó đóng tất cả cửa sổ trong đó.
И я закрываю главное окно TestClient	Закрывает главное окно TestClient. Равносильно нажатию на крестик на главном окне приложения. Обработку диалогов, которые могут возникнуть при закрыти приложения, должен обеспечить сам сценарий.	Và tôi đóng cửa sổ chính TestClient	Đóng cửa sổ chính TestClient. Tương đương với cách nhấn nút chéo trên cửa sổ ứng dụng chính. Chính kịch bản cần đảm bảo xử lý các hộp thoại mà có thể phát sinh khi đóng ứng dụng.
И Я закрываю окно предупреждения	Закрывает окно предупреждения если оно есть	Và Tôi đóng cửa sổ cảnh báo	Đóng cửa sổ cảnh báo nếu có nó
И я закрываю сеанс TESTCLIENT	Закрывает активный сеанс TestClient, если он есть. При этом происходит попытка закрыть моадльные диалоги, если они появляются.	Và tôi đóng phiên làm việc TESTCLIENT	Đóng phiên làm việc hiện tại TestClient, nếu có nó. Lúc này, sẽ thử đóng hộp thoại tình thế, nếu nó xuất hiện.
И Я запоминаю значение выражения "%1 Ванесса.ПолучитьМассивPIDОкон1С().Количество()" в переменную "%2 КоличествоНачальное"	Позволяет сохранить в переменную Контекст произвольное выражение встроенного языка	Và Tôi ghi nhớ giá trị biểu thức "%1 Vanessa.NhậnMảngPIDCửaSổ1C().SốLượng ()" vào biến "%2 SốLượngĐầuTiên"	Cho phép lưu vào biến Ngữ cảnh biểu thức tùy ý của ngôn ngữ hệ thống
И Я запоминаю значение выражения "%1 Ванесса.ПолучитьМассивPIDОкон1С().Количество()" в переменную "%2 КоличествоНачальное" глобально	Позволяет сохранить в переменную КонтекстСохраняемый произвольное выражение встроенного языка	Và Tôi ghi nhớ giá trị biểu thức "%1 Vanessa.NhậnMảngPIDCửaSổ1C().SốLượng ()" vào biến "%2 SốLượngĐầuTiên" toàn cục	Cho phép lưu vào biến NgữCảnhĐãLưu biểu thức tùy ý của ngôn ngữ hệ thống
И я запоминаю значение поля "%1 ИмяПоля" как "%2 ИмяПеременной"	Сохранение значения поля в переменную Контекст	Và tôi ghi nhớ giá trị của trường "%1 TênTrường" như "%2 TênBiến"	Lưu giá trị trường vào biến Ngữ cảnh
И я запоминаю значение поля "%1 ИмяПоля" как "%2 ИмяПеременной" глобально	Сохранение значения поля в переменную КонтекстСохраняемый	Và tôi ghi nhớ giá trị của trường "%1 TênTrường" như "%2 TênBiến" toàn cục	Lưu giá trị trường vào biến NgữCảnhĐãLưu
И я запоминаю значение поля "%1 ИмяПоля" с ключом "%2 Номер документа"	Сохранение значения поля в переменную Контекст с произвольным ключом	Và tôi ghi nhớ giá trị của trường "%1 TênTrường" có khóa "%2 Số chứng từ"	Lưu giá trị trường vào biến Ngữ cảnh với khóa tùy ý
И я запоминаю значение поля "%1 ИмяПоля" с ключом "%2 Номер документа" глобально	Сохранение значения поля в переменную КонтекстСохраняемый с произвольным ключом	Và tôi ghi nhớ giá trị của trường "%1 TênTrường" có khóa "%2 Số chứng từ" toàn cục	Lưu giá trị trường vào biến NgữCảnhĐãLưu với khóa tùy ý
И я запоминаю значение поля с именем "%1 ИмяПоля" как "%2 ИмяПеременной"	Сохранение значения поля в переменную Контекст	Và tôi ghi nhớ giá trị của trường với tên gọi "%1 TênTrường" như "%2 TênBiến"	Lưu giá trị trường vào biến Ngữ cảnh
И я запоминаю значение поля с именем "%1 ИмяПоля" как "%2 ИмяПеременной" глобально	Сохранение значения поля в переменную КонтекстСохраняемый	Và tôi ghi nhớ giá trị của trường với tên gọi "%1 TênTrường" như "%2 TênBiến" toàn cục	Lưu giá trị trường vào biến NgữCảnhĐãLưu
И я запоминаю значение таблицы "%1 ИмяТаблицы" поля "%2 ИмяПоля" как "%3 ИмяПеременной"	Сохранение значения поля таблицы в переменную Контекст	Và tôi ghi nhớ giá trị của bảng "%1 TênBảng" trong trường "%2 TênTrường" như "%3 TênBiến"	Lưu giá trị trường của bảng vào biến Ngữ cảnh
И я запоминаю значение таблицы "%1 ИмяТаблицы" поля с именем "%2 ИмяПоля" как "%3 ИмяПеременной"	Сохранение значения поля таблицы в переменную Контекст	Và tôi ghi nhớ giá trị của bảng "%1 TênBảng" trong trường với tên gọi "%2 TênTrường" như "%3 TênBiến"	Lưu giá trị trường của bảng vào biến Ngữ cảnh
И я запоминаю значение табличного документа "%1 ИмяРеквизита" как "%2 ИмяПеременной"	Сохраняет значение табличного документа в переменную Контекста.	Và tôi ghi nhớ giá trị của văn bản dạng bảng "%1 TênMụcTin" như "%2 TênBiến"	Lưu giá trị trường của văn bản dạng bảng vào biến Ngữ cảnh.
И я запоминаю значение текущего поля как "%1 ИмяПеременной"	Запоминает значение активного поля (не таблицы) в переменную	Và tôi ghi nhớ giá trị của trường hiện tại như "%1 TênBiến"	Ghi nhớ giá trị trường hiện hoạt (không phải bảng) vào biến
И я запоминаю количество строк таблицы "%1 ИмяТаблицы" как "%2 ИмяПеременной"	Сохранение количества строк таблицы в переменную Контекст	Và tôi ghi nhớ số lượng dòng của bảng "%1 TênBảng" như "%2 TênBiến"	Lưu số lượng dòng của bảng vào biến Ngữ cảnh
И я запоминаю текущее окно как "%1 НужныйМнеЗаголовокОкна"	Сохранение значения заголовка текущего окна в переменную Контекст	Và tôi ghi nhớ cửa sổ hiện tại như "%1 TiêuĐềCửaSổCầnThiếtChoTôi"	Lưu giá trị tiêu đề cửa sổ hiện tại vào biến Ngữ cảnh
И я изменяю флаг "%1 ИмяФлага"	Изменяет текущее состояние флага	Và tôi thay đổi hộp kiểm "%1 TênHộpKiểm"	Thay đổi trạng thái hiện tại của hộp kiểm
И я изменяю флаг с именем "%1 ИмяФлага"	Изменяет текущее состояние флага	Và tôi thay đổi hộp kiểm với tên gọi "%1 TênHộpKiểm"	Thay đổi trạng thái hiện tại của hộp kiểm
И я меняю значение переключателя "%1 Реквизит переключатель" на "%2 Первое значение"	Меняет значение переключателя (радиобаттона)	Và tôi thay đổi giá trị nút gạt "%1 Mục tin nút gạt" sang "%2 Giá trị đầu tiên"	Thay đổi giá trị nút gạt (nút radio)
И я меняю значение переключателя "%1 Реквизит переключатель" на значение переменной "%2 ИмяПеременной"	Изменение значение переключателя на значение ранее сохраненной переменной	Và tôi thay đổi giá trị nút gạt "%1 Mục tin nút gạt" sang giá trị biến "%2 TênBiến"	Thay đổi giá trị nút gạt sang giá trị của biến đã lưu trước đó
И я меняю значение переключателя с именем "%1 РеквизитПереключатель" на "%2 Первое значение"	Меняет значение переключателя (радиобаттона)	Và tôi thay đổi giá trị nút gạt với tên gọi "%1 MụcTinNútGạt" sang "%2 Giá trị đầu tiên"	Thay đổi giá trị nút gạt (nút radio)
И я меняю значение переключателя с именем "%1 РеквизитПереключатель" на значение переменной "%2 ИмяПеременной"	Изменение значение переключателя на значение ранее сохраненной переменной	Và tôi thay đổi giá trị nút gạt với tên gọi "%1 MụcTinNútGạt" sang giá trị biến "%2 TênBiến"	Thay đổi giá trị nút gạt sang giá trị của biến đã lưu trước đó
И я нажимаю кнопку выбора у поля "%1 Имя поля"	Нажимает на кнопку выбора у поля	Và tôi nhấn nút chọn trong trường "%1 Tên trường"	Nhấn vào nút chọn trong trường
И я нажимаю кнопку выбора у поля с именем "%1 ИмяПоля"	Нажимает на кнопку выбора у поля	Và tôi nhấn nút chọn trong trường với tên gọi "%1 TênTrường"	Nhấn vào nút chọn trong trường
И я нажимаю кнопку очистить у поля "%1 ИмяПоля"	Очищает поле	Và tôi nhấn nút xóa trong trường "%1 TênTrường"	Xóa trường
И я нажимаю кнопку очистить у поля с именем "%1 ИмяПоля"	Очищает поле	Và tôi nhấn nút xóa trong trường với tên gọi "%1 TênTrường"	Xóa trường
И я нажимаю на гиперссылку "%1 Гиперссылка"	Нажатие на гиперссылку.	Và tôi nhấn vào đường dẫn "%1 Đường dẫn"	Nhấn vào đường dẫn.
И я нажимаю на гиперссылку с именем "%1 Гиперссылка"	Нажатие на гиперссылку.	Và tôi nhấn vào đường dẫn với tên gọi "%1 Đường dẫn"	Nhấn vào đường dẫn.
И я нажимаю на кнопку "%1 ИмяКнопки"	Нажимает на кнопку с нужным заголовком	Và tôi nhấn vào nút "%1 TênNút"	Nhấn vào nút với tiêu đề cần thiết
И я нажимаю на кнопку открытия поля "%1 ИмяПоля"	Нажимает на кнопку открытия поля ввода.	Và tôi nhấn vào nút mở trường "%1 TênTrường"	Nhấn vào nút mở trường nhập.
И я нажимаю на кнопку открытия поля с именем "%1 ИмяПоля"	Нажимает на кнопку открытия поля ввода.	Và tôi nhấn vào nút mở trường với tên gọi "%1 TênTrường"	Nhấn vào nút mở trường nhập.
И я нажимаю на кнопку с именем "%1 ИмяКнопки"	Нажимает на кнопку с нужным именем	Và tôi nhấn vào nút có tên gọi "%1 TênNút"	Nhấn vào nút với tên gọi cần thiết
И я нажимаю на кнопку создать поля "%1 ИмяПоля"	Эмулирует нажатие кнопки "Создать" у выпадающего списка.	Và tôi nhấn vào nút tạo trường "%1 TênTrường"	Mô phỏng việc nhấn nút "Tạo mới" trong danh sách sổ xuống.
И я нажимаю на кнопку создать поля с именем "%1 ИмяПоля"	Эмулирует нажатие кнопки "Создать" у выпадающего списка.	Và tôi nhấn vào nút tạo trường với tên gọi "%1 TênTrường"	Mô phỏng việc nhấn nút "Tạo mới" trong danh sách sổ xuống.
И Я обновляю нумерацию объектов для "%1 ПолноеИмяОбъектаМетаданных"	Выполняет обновление номеров для объекта метаданных по полному имени	Và Tôi đang cập nhật đánh số đối tượng cho "%1 TênĐầyĐủCủaĐốiTượngMetadata"	Thực hiện cập nhật số thứ tự cho đối tượng metadata theo tên đầy đủ
И я открываю выпадающий список "%1 Имя списка"	Открывает выпадающий список	Và tôi mở danh sách sổ xuống "%1 Tên danh sách"	Mở danh sách sổ xuống
И я открываю выпадающий список с именем "%1 ИмяСписка"	Открывает выпадающий список	Và tôi mở danh sách sổ xuống với tên gọi "%1 TênDanhSách"	Mở danh sách sổ xuống
И я отменяю фиксирование формы	Снимает фиксирование формы.	Và tôi hủy cố định biểu mẫu	Loại bỏ sự cố định của biểu mẫu.
И я очищаю каталог "%1 ИмяКаталога"	Очищает указанный каталог	Và tôi xóa thư mục "%1 TênThưMục"	Xóa thư mục đã chỉ ra
И Я очищаю фильтр на форме списка	Позволяет сбросить фильтр на список через меню "Ещё/Настроить список"	Và Tôi xóa bộ lọc trên biểu mẫu danh sách	Cho phép xóa bộ lọc đối với danh sách qua menu "Hơn nữa/Tùy chỉnh danh sách"
И я перехожу к закладке "%1 Вспомогательная"	Шаг делает переход к закладке формы	Và tôi chuyển đến thẻ "%1 Phụ trợ"	Bước này chuyển sang thẻ biểu mẫu
И я перехожу к закладке с именем "%1 Вспомогательная"	Шаг делает переход к закладке формы	Và tôi chuyển đến thẻ với tên gọi "%1 Phụ trợ"	Bước này chuyển sang thẻ biểu mẫu
И я перехожу к следующему реквизиту	Переходит к следующему реквизиту формы	Và tôi chuyển đến mục tin tiếp theo	Chuyển sang mục tin tiếp theo của biểu mẫu
И я подключаю TestClient "%1 ИмяКлиента" логин "%2 Пользователь1" пароль "%3 1"	Позволяет подключить TestClient с нужным логином и паролем в тойже базе, в которой запущен TestManager	Và tôi đang kết nối TestClient "%1 TênClient" tên đăng nhập "%2 NgườiSửDụng1" mật khẩu "%3 1"	Cho phép kết nối TestClient với tên đăng nhập và mật khẩu cần thiết trong chính cơ sở thông tin mà trong đó đã khởi động TestManager
И Я подключаю клиент тестирования "%1 ИмяПрофиляTestClient" из таблицы клиентов тестирования	Подключает клиента тестирования по имени профиля	Và Tôi kết nối Client thử nghiệm "%1 TênHồSơTestClient" từ bảng Client thử nghiệm	Kết nối Client thử nghiệm theo tên hồ sơ
И я подключаю профиль TestClient "%1 ИмяПрофиляTestClient"	Позволяет подключить TestClient по имени уже существующего профиля	Và tôi kết nối hồ sơ TestClient "%1 TênHồSơTestClient"	Cho phép kết nối TestClient với tên hồ sơ đã tồn tại
И я прикрепляю к сценарию значение таблицы "%1 ИмяТаблицы" как "%2 ИмяЗначния"	Прикрепляет к сценарию указанную таблицу. Параметр "ИмяЗначения" будет использован для имени файла. Прикрепленные данные пойдут в отчет о выполнении сценария.	Và tôi đính kèm cho kịch bản giá trị bảng "%1 TênBảng" như "%2 TênGiáTrị"	Đính kèm bảng đã chỉ ra cho kịch bản. Tham số "TênGiáTrị" sẽ được sử dụng đối với tên tệp. Dữ liệu đính kèm sẽ được đưa vào báo cáo về việc thực hiện kịch bản.
И я разворачиваю группу "%1 ИмяГруппы"	Разворачивает группу	Và tôi mở ra nhóm "%1 TênNhóm"	Mở nhóm
И я разворачиваю группу с именем "%1 ИмяГруппы"	Разворачивает группу	Và tôi mở ra nhóm với tên gọi "%1 TênNhóm"	Mở nhóm
И я сворачиваю группу "%1 ИмяГруппы"	Сворачивает группу	Và tôi cuộn nhóm "%1 TênNhóm"	Cuộn nhóm
И я сворачиваю группу с именем "%1 ИмяГруппы"	Сворачивает группу	Và tôi cuộn nhóm với tên gọi "%1 TênNhóm"	Cuộn nhóm
И я снимаю флаг "%1 ИмяФлага"	Устанавливает флаг в Ложь	Và tôi bỏ dấu hộp kiểm "%1 TênHộpKiểm"	Đặt hộp kiểm ở giá trị Sai
И я снимаю флаг с именем "%1 ИмяФлага"	Устанавливает флаг в Ложь	Và tôi bỏ dấu hộp kiểm với tên gọi "%1 TênHộpKiểm"	Đặt hộp kiểm ở giá trị Sai
И я создаю каталог "%1 ИмяКаталога"	Создает каталог с указанным именем, если его нет, а также все его подкаталоги.	Và tôi tạo thư mục "%1 TênThưMục"	Sẽ tạo thư mục với tên đã chỉ ra, nếu nó không tồn tại, cũng như tất cả thư mục con của nó.
И я удаляю все строки таблицы "%1 ИмяТаблицы"	Очистить таблицу	Và tôi xóa tất cả các dòng của bảng "%1 TênBảng"	Xóa bảng
И я устанавливаю текущему TestClient синоним "%1 МойСиноним"	Позволяет подключить указать дополнительный синоним для текущего профиля TestClient. Синоним может использовать как дополнительное имя сеанса TestClient.	Và tôi thiết lập đồng nghĩa cho TestClient hiện tại "%1 ĐồngNghĩaCủaTôi"	Cho phép kết nối, chỉ ra sự đồng nghĩa bổ sung cho hồ sơ hiện tại TestClient. Sự đồng nghĩa có thể được sử dụng như tên bổ sung của phiên làm việc TestClient.
"И Я устанавливаю фильтр на список
   	    | Наименование | Содержит | Товар1 |"	Позволяет установить фильтр на список через меню "Ещё/Настроить список"	"Và Tôi thiết lập bộ lọc cho danh sách
       | TênGọi | CóChứa | HàngHóa1 |"	Cho phép thiết lập bộ lọc đối với danh sách qua menu "Hơn nữa/Tùy chỉnh danh sách"
"И Я устанавливаю фильтр на список если это возможно
   	    | Наименование | Содержит | Товар1 |"	Позволяет установить фильтр на список через меню "Ещё/Настроить список". Причём если такого поля нет, то исключение вызываться не будет.	"Và Tôi thiết lập bộ lọc cho danh sách nếu điều này có thể
       | TênGọi | CóChứa | HàngHóa1 |"	Cho phép thiết lập bộ lọc đối với danh sách qua menu "Hơn nữa/Tùy chỉnh danh sách". Và nếu không có trường như vậy thì sẽ không gọi ra trường hợp ngoại lệ.
И я устанавливаю флаг "%1 ИмяФлага"	Устанавливает флаг в Истина	Và tôi đặt dấu hộp kiểm "%1 TênHộpKiểm"	Đặt hộp kiểm ở giá trị Đúng
И я устанавливаю флаг с именем "%1 ИмяФлага"	Устанавливает флаг в Истина	Và tôi đặt dấu hộp kiểm với tên gọi "%1 TênHộpKiểm"	Đặt hộp kiểm ở giá trị Đúng
И я фиксирую текущую форму	Фиксирует форму, с которой будет работать пользователь. Т.е. поиск элементов будет происходить только в этой форме.	Và tôi cố định biểu mẫu hiện tại	Cố định biểu mẫu mà người sử dụng sẽ làm việc. Có nghĩa là, sẽ tìm kiếm phần tử chỉ trong biểu mẫu này.
И я фиксирую форму "%1 ИмяФормы"	Фиксирует форму, с которой будет работать пользователь. Т.е. поиск элементов будет происходить только в этой форме.	Và tôi cố định biểu mẫu "%1 TênBiểuMẫu"	Cố định biểu mẫu mà người sử dụng sẽ làm việc. Có nghĩa là, sẽ tìm kiếm phần tử chỉ trong biểu mẫu này.
И я фиксирую форму с именем "%1 ИмяФормы"	Фиксирует форму, с которой будет работать пользователь. Т.е. поиск элементов будет происходить только в этой форме.	Và tôi cố định biểu mẫu với tên gọi "%1 TênBiểuMẫu"	Cố định biểu mẫu mà người sử dụng sẽ làm việc. Có nghĩa là, sẽ tìm kiếm phần tử chỉ trong biểu mẫu này.
Когда в логе сообщений TestClient есть строка "%1 Нужное сообщение пользователю"	Проверяет в логе сообщений наличие нужной строки.	Khi mà trong nhật ký thông báo TestClient có dòng "%1 Thông báo cần thiết cho người sử dụng"	Kiểm tra trong nhật ký thông báo việc có dòng cần thiết.
"Когда в логе сообщений TestClient есть строки:
	| 'Сообщение1' |
	| 'Сообщение2' |"	Проверяет в логе сообщений наличие нужной строки.	"Khi mà trong nhật ký thông báo TestClient có các dòng:
 | 'ThôngBáo1' |
 | 'ThôngBáo2' |"	Kiểm tra trong nhật ký thông báo việc có dòng cần thiết.
Когда в логе сообщений TestClient нет строки "%1 Нужное сообщение пользователю"	Проверяет в логе сообщений отсутствие нужной строки.	Khi mà trong nhật ký thông báo TestClient không có dòng "%1 Thông báo cần thiết cho người sử dụng"	Kiểm tra trong nhật ký thông báo việc không có dòng cần thiết.
Когда В панели открытых я выбираю "%1 ИмяКоманды"	Нажатие кнопки на панели открытых окон	Khi mà Trên thanh lệnh của các lệnh đã mở, tôi chọn "%1 TênLệnh"	Nhấn nút trên thanh lệnh các cửa sổ đã mở
Когда В панели разделов я выбираю "%1 ИмяКоманды"	Нажатие кнопки на панели разделов	Khi mà Trên thanh lệnh của các phần hành, tôi chọn "%1 TênLệnh"	Nhấn nút trên thanh lệnh các phần hành
"Когда Проверяю шаги на Исключение:
		|'И     в поле с именем ""Наименование2"" я ввожу текст ""Тестовый Элемент""'|"	Проверка негативного поведения шага. Т.е. проверяемый шаг/шаги должны вызвать исключние.	"Khi mà Tôi đang kiểm tra các bước chờ Thực hiện:
  |'Và     trong trường với tên gọi ""TênGọi2"" tôi sẽ nhập nội dung ""Phần tử thử nghiệm""'|"	Kiểm tra hành vi sai của bước. Có nghĩa là, bước/các bước đã kiểm tra cần phải được loại ra.
Когда Я задаю параметры чтения области макета "%1 R1C1:R100C20"	Указывает область чтения макета, когда он считывается по одной ячейке из данных TestClient	Khi mà Tôi xác định tham số đọc vùng khuôn in "%1 R1C1:R100C20"	Chỉ ra vùng đọc khuôn in, khi đó sẽ đọc khuôn in theo một ô từ dữ liệu TestClient
"Когда Я копирую текущий профиль TestClient с установкой параметров:
 | 'Имя подключения' | 'Синоним' | 'Порт' | 'Строка соединения' | 'Логин' | 'Пароль' | 'Запускаемая обработка' | 'Дополнительные параметры строки запуска' |
 | 'ИмяПрофиля' | 'СинонимПрофиля' | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Админ' | 'Админ' | 'c:\СуперОбработка.epf' | '/UC' |"	Копирует текущий активный профиль TestClient и устанавилвает в копии новые значение параметров. Если профиль с требуемым именем уже есть, то он будет перезаписан, иначе будет создан новый. Все параметры подключения указываются в таблице Gherkin, в которой должно быть две строки: первая строка с именами параметров, вторая строка со значениями параметров.	"Khi mà Tôi sao chép hồ sơ hiện tại TestClient có thiết lập các tham số:
 | 'Tên kết nối' | 'Đồng nghĩa' | 'Cổng' | 'Dòng kết nối' | 'Tên đăng nhập' | 'Mật khẩu' | 'Bộ xử lý đã khởi động' | 'Tham số bổ sung của dòng khởi động' |
 | 'TênHồSơ' | 'ĐồngNghĩaCủaHồSơ' | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'NgườiQuảnTrị' | 'NgườiQuảnTrị' | 'c:\СуперОбработка.epf' | '/UC' |"	Sao chép hồ sơ kích hoạt hiện tại TestClient và thiết lập các giá trị tham số mới vào bản sao. Nếu đã có hồ sơ với tên gọi cần thiết thì sẽ ghi đè, ngược lại sẽ tạo hồ sơ mới. Tất cả tham số kết nối được chỉ ra trong bảng Gherkin mà trong đó cần có hai dòng: dòng thứ nhất có tên gọi tham số, dòng thứ hai có các giá trị tham số.
Когда Я нажимаю кнопку командного интерфейса "%1 Имя кнопки"	Нажимает на кнопку командного интерфейса	Khi mà Tôi nhấn nút của giao diện lệnh "%1 Tên nút"	Nhấn nút trên giao diện lệnh
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании не проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АВ00000080" от "%4 04.09.2016"	Открытие формы на основании не проведенного документа	Khi mà Tôi mở  biểu mẫu chứng từ đã điền "%1 TựĐộngKhấuTrừ" trên cơ sở chứng từ chưa kết chuyển "%2 TiếpNhậnÔTô" số "%3 AB00000080" ngày "%4 04.09.2016"	Mở biểu mẫu dựa trên chứng từ chưa kết chuyển
Когда Я открываю форму документа "%1 АвтоВзаимозачет" заполненного на основании проведенного "%2 ПоступлениеАвтомобилей" номер "%3 АИ00000002" от "%4 12.03.2017"	Открытие формы на основании проведенного документа	hi mà Tôi mở  biểu mẫu chứng từ đã điền "%1 TựĐộngKhấuTrừ" trên cơ sở chứng từ đã kết chuyển "%2 TiếpNhậnÔTô" số "%3 AI00000002" ngày "%4 12.03.2017"	Mở biểu mẫu dựa trên chứng từ đã kết chuyển
Когда Я подключаю клиент тестирования "%1 ИмяКлиентаТестирования" из таблицы клиентов тестирования от имени "%2 Логин" с паролем "%3 Пароль"	Подключает клиента тестирования в туже базу, где запущен TestManager с нужным логином и паролем.	Khi mà Tôi kết nối Client thử nghiệm "%1 TênClientThửNghiệm" từ bảng client thử nghiệm theo tên "%2 Tên đăng nhập" với mật khẩu "%3 Mật khẩu"	Kết nối Client thử nghiệm vào chính cơ sở thông tin mà trong đó đã khởi động TestManager với tên đăng nhập và mật khẩu cần thiết.
"Когда Я подключаю клиент тестирования с параметрами:
    | 'Имя подключения' | 'Синоним'        | 'Порт' | 'Строка соединения'                     | 'Логин' | 'Пароль' | 'Запускаемая обработка' |  'Дополнительные параметры строки запуска'  |
    | 'ИмяПрофиля'      | 'СинонимПрофиля' | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Админ' | 'Админ'  | 'c:\СуперОбработка.epf' |  '/UC'                                      |"	Подключает TestClient. Все параметры подключения указываются в таблице.	"Khi mà Tôi kết nối Client thử nghiệm với các tham số:
    | 'Tên kết nối' | 'Đồng nghĩa'        | 'Cổng' | 'Dòng kết nối'                     | 'Tên đăng nhập' | 'Mật khẩu' | 'Bộ xử lý đã khởi động' |  'Tham số dòng khởi động bổ sung'  |
    | 'TênHồSơ'      | 'ĐồngNghĩaCủaHồSơ' | '1538' | 'Srvr=""localhost:1941"";Ref=""Test"";' | 'Người quản trị' | 'Người quản trị'  | 'c:\СуперОбработка.epf' |  '/UC'                                      |"	Kết nối TestClient. Tất cả tham số kết nối được chỉ ra trong bảng.
Тогда в окне сообщений пользователю нет сообщений	Проверяет, что в окне сообщений пользователю нет сообщений.	Khi đó trong cửa sổ thông báo cho người sử dụng không có thông báo	Kiểm tra, trong cửa sổ thông báo cho người sử dụng không có thông báo.
Тогда в таблице "%1 ИмяТаблицы" количество строк "%2 меньше или равно" "%3 2"	Проверка на количество строк в таблице	Khi đó trong bảng "%1 TênBảng" số lượng dòng "%2 nhỏ hơn hoặc bằng" "%3 2"	Kiểm tra đối với số lượng dòng trong bảng
Тогда в таблице "%1 ИмяТаблицы" я выделяю все строки	Выделение всех строк в таблице	Khi đó trong bảng "%1 TênBảng" tôi chọn tất cả các dòng	Tách chọn tất cả các dòng trong bảng
Тогда значение поля "%1 ИмяПоля" содержит текст "%2 Значение поля"	Проверка, что значение поля формы содержит текст	Khi đó giá trị trường "%1 TênTrường" có nội dung "%2 Giá trị trường"	Kiểm tra, giá trị trường của biểu mẫu có chứa nội dung
Тогда значение поля с именем "%1 ИмяПоля" содержит текст "%2 Значение поля"	Проверка, что значение поля формы содержит текст	Khi đó giá trị trường có tên gọi "%1 TênTrường" có nội dung "%2 Giá trị trường"	Kiểm tra, giá trị trường của biểu mẫu có chứa nội dung
Тогда не появилось окно предупреждения системы	Проверяет, что на экране нет предупреждения системы.	Khi đó không xuất hiện cửa sổ cảnh báo của hệ thống	Kiểm tra, trên màn hình không có cảnh báo hệ thống.
"Тогда область ""%1 R1C1:R10C10"" табличного документа ""%2 РеквизитТабличныйДокумент"" равна по шаблону:
	| Значение1 | Значение2 |
	| Значение3 | Значение4 |"	Проверяет равенство области табличного документа переданной таблице Gherkin. В значениях допускается использовать символы *. Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	"Khi đó vùng ""%1 R1C1:R10C10"" của văn bản dạng bảng ""%2 MụcTinVănBảnDạngBảng"" bằng theo khuôn mẫu:
| GiáTrị1 | GiáTrị2 |
| GiáTrị3 | GiáTrị4 |"	Kiểm tra tính bình đẳng vùng của văn bản dạng bảng với bảng Gherkin đã truyền. Trong các giá trị, cho phép sử dụng ký tự *. Để nhận tệp mxl từ TestClient, trong Client mỏng sẽ thử lưu văn bản dạng bảng vào tệp. Trên Web Client sẽ luôn đọc tệp theo các ô. Chi tiết trong trợ giúp, trong phần dành để so sánh văn bản dạng bảng với mẫu chuẩn.
"Тогда область ""%1 R1C1:R10C10"" табличного документа ""%2 РеквизитТабличныйДокумент"" равна:
	| Значение1 | Значение2 |
	| Значение3 | Значение4 |"	Проверяет равенство области табличного документа переданной таблице Gherkin. Чтобы получить mxl файл из TestClient, в тонком клиенте будет сделана попытка сохранить табличный документ в файл. В Web клиенте он всегда будет считываться по ячейкам. Детали в справке, в разделе, посвященному сравнению табличного документа с эталоном.	"Khi đó vùng ""%1 R1C1:R10C10"" của văn bản dạng bảng ""%2 MụcTinVănBảnDạngBảng"" bằng:
| GiáTrị1 | GiáTrị2 |
| GiáTrị3 | GiáTrị4 |"	Kiểm tra tính bình đẳng vùng của văn bản dạng bảng với bảng Gherkin đã truyền. Để nhận tệp mxl từ TestClient, trong Client mỏng sẽ thử lưu văn bản dạng bảng vào tệp. Trên Web Client sẽ luôn đọc tệp theo các ô. Chi tiết trong trợ giúp, trong phần dành để so sánh văn bản dạng bảng với mẫu chuẩn.
Тогда открылась форма "%1 Справочник.Справочник1.Форма.ФормаЭлемента"	Проверяет, что на экране есть активное окно с нужной формой	Khi đó mở ra biểu mẫu "%1 DanhMục.DanhMục1.BiểuMẫu.BiểuMẫuPhầnTử"	Kiểm tra, trên màn hình có cửa sổ hiện hoạt với biểu mẫu cần thiết
Тогда открылась форма с именем "%1 Справочник.Справочник1.Форма.ФормаЭлемента"	Проверяет, что на экране есть активное окно с нужной формой	Khi đó mở ra biểu mẫu có tên gọi "%1 DanhMục.DanhMục1.BiểuMẫu.BiểuMẫuPhầnTử"	Kiểm tra, trên màn hình có cửa sổ hiện hoạt với biểu mẫu cần thiết
Тогда открылось окно "%1 ИмяОкна"	Проверяет, что на экране есть активное окно с нужым заголовком	Khi đó mở ra cửa sổ "%1 TênCửaSổ"	Kiểm tra, trên màn hình có cửa sổ hiện hoạt với tiêu đề cần thiết
